Loan,Alpha_CH,Alpha_EU,Alpha_US
ABC33691,0,0.31,0
ABC33692,0.3,0,0
ABC33693,0.37,0,0
ABC33694,0,0.43,0
ABC33695,0,0.25,0
ABC33696,0,0.69,0
ABC33697,0.58,0,0
ABC33698,0,0.74,0
ABC33699,0.68,0,0
ABC33700,0,0.74,0
ABC33701,0.63,0,0
ABC33702,0,0.66,0
ABC33703,0,0.32,0
ABC33704,0,0.3,0
ABC33705,0,0.74,0
ABC33706,0.78,0,0
ABC33707,0.48,0,0
ABC33708,0,0.32,0
ABC33709,0.29,0,0
ABC33710,0.56,0,0
ABC33711,0.67,0,0
ABC33712,0.23,0,0
ABC33713,0,0.33,0
ABC33714,0.47,0,0
ABC33715,0,0.21,0
ABC33716,0.69,0,0
ABC33717,0.41,0,0
ABC33718,0,0.27,0
ABC33719,0,0.44,0
ABC33720,0,0.52,0
ABC33721,0,0.69,0
ABC33722,0,0.58,0
ABC33723,0,0.53,0
ABC33724,0,0.58,0
ABC33725,0.53,0,0
ABC33726,0.51,0,0
ABC33727,0,0.64,0
ABC33728,0,0.38,0
ABC33729,0.25,0,0
ABC33730,0,0.34,0
ABC33731,0.39,0,0
ABC33732,0.25,0,0
ABC33733,0,0.71,0
ABC33734,0,0.58,0
ABC33735,0,0.38,0
ABC33736,0.54,0,0
ABC33737,0,0.53,0
ABC33738,0,0.6,0
ABC33739,0,0.59,0
ABC33740,0.6,0,0
ABC33741,0.7,0,0
ABC33742,0.33,0,0
ABC33743,0,0.33,0
ABC33744,0.25,0,0
ABC33745,0,0.47,0
ABC33746,0.51,0,0
ABC33747,0.4,0,0
ABC33748,0,0.28,0
ABC33749,0.42,0,0
ABC33750,0.46,0,0
ABC33751,0.78,0,0
ABC33752,0,0.22,0
ABC33753,0,0.32,0
ABC33754,0,0.23,0
ABC33755,0,0.69,0
ABC33756,0.66,0,0
ABC33757,0,0.62,0
ABC33758,0,0.22,0
ABC33759,0,0.35,0
ABC33760,0.33,0,0
ABC33761,0.54,0,0
ABC33762,0,0.27,0
ABC33763,0,0.37,0
ABC33764,0,0.3,0
ABC33765,0.28,0,0
ABC33766,0,0.27,0
ABC33767,0.43,0,0
ABC33768,0,0.51,0
ABC33769,0.53,0,0
ABC33770,0.56,0,0
ABC33771,0,0.38,0
ABC33772,0.7,0,0
ABC33773,0.6,0,0
ABC33774,0.3,0,0
ABC33775,0.38,0,0
ABC33776,0,0.8,0
ABC33777,0.48,0,0
ABC33778,0,0.45,0
ABC33779,0,0.66,0
ABC33780,0.71,0,0
ABC33781,0.32,0,0
ABC33782,0,0.78,0
ABC33783,0.68,0,0
ABC33784,0,0.75,0
ABC33785,0,0.32,0
ABC33786,0.7,0,0
ABC33787,0.63,0,0
ABC33788,0,0.55,0
ABC33789,0,0.49,0
ABC33790,0,0.55,0
ABC33791,0.66,0,0
ABC33792,0,0.53,0
ABC33793,0.6,0,0
ABC33794,0,0.28,0
ABC33795,0.59,0,0
ABC33796,0.79,0,0
ABC33797,0,0.72,0
ABC33798,0,0.29,0
ABC33799,0,0.53,0
ABC33800,0.59,0,0
ABC33801,0.33,0,0
ABC33802,0.76,0,0
ABC33803,0,0.77,0
ABC33804,0,0.25,0
ABC33805,0,0.45,0
ABC33806,0.47,0,0
ABC33807,0,0.5,0
ABC33808,0,0.24,0
ABC33809,0,0.77,0
ABC33810,0.44,0,0
ABC33811,0,0.28,0
ABC33812,0.37,0,0
ABC33813,0.37,0,0
ABC33814,0,0.24,0
ABC33815,0.5,0,0
ABC33816,0,0.3,0
ABC33817,0.24,0,0
ABC33818,0,0.69,0
ABC33819,0,0.37,0
ABC33820,0,0.44,0
ABC33821,0,0.4,0
ABC33822,0,0.5,0
ABC33823,0.44,0,0
ABC33824,0,0.61,0
ABC33825,0,0.7,0
ABC33826,0.5,0,0
ABC33827,0,0.28,0
ABC33828,0.37,0,0
ABC33829,0.65,0,0
ABC33830,0.28,0,0
ABC33831,0,0.37,0
ABC33832,0.7,0,0
ABC33833,0.32,0,0
ABC33834,0.48,0,0
ABC33835,0,0.58,0
ABC33836,0.43,0,0
ABC33837,0.3,0,0
ABC33838,0.79,0,0
ABC33839,0.79,0,0
ABC33840,0,0.34,0
ABC33841,0,0.68,0
ABC33842,0,0.63,0
ABC33843,0,0.39,0
ABC33844,0,0.48,0
ABC33845,0,0.23,0
ABC33846,0,0.73,0
ABC33847,0,0.57,0
ABC33848,0.63,0,0
ABC33849,0.59,0,0
ABC33850,0.5,0,0
ABC33851,0,0.38,0
ABC33852,0.68,0,0
ABC33853,0.27,0,0
ABC33854,0,0.37,0
ABC33855,0.74,0,0
ABC33856,0.46,0,0
ABC33857,0.29,0,0
ABC33858,0,0.7,0
ABC33859,0.53,0,0
ABC33860,0,0.76,0
ABC33861,0.31,0,0
ABC33862,0,0.3,0
ABC33863,0.45,0,0
ABC33864,0.52,0,0
ABC33865,0.68,0,0
ABC33866,0.42,0,0
ABC33867,0.76,0,0
ABC33868,0,0.67,0
ABC33869,0,0.79,0
ABC33870,0.54,0,0
ABC33871,0,0.8,0
ABC33872,0.5,0,0
ABC33873,0,0.7,0
ABC33874,0,0.69,0
ABC33875,0,0.43,0
ABC33876,0,0.28,0
ABC33877,0,0.76,0
ABC33878,0.36,0,0
ABC33879,0,0.49,0
ABC33880,0.77,0,0
ABC33881,0,0.73,0
ABC33882,0,0.48,0
ABC33883,0.43,0,0
ABC33884,0.62,0,0
ABC33885,0.66,0,0
ABC33886,0,0.71,0
ABC33887,0,0.74,0
ABC33888,0,0.71,0
ABC33889,0.66,0,0
ABC33890,0.64,0,0
ABC33891,0.47,0,0
ABC33892,0.35,0,0
ABC33893,0.65,0,0
ABC33894,0,0.36,0
ABC33895,0.57,0,0
ABC33896,0.55,0,0
ABC33897,0.24,0,0
ABC33898,0,0.46,0
ABC33899,0.2,0,0
ABC33900,0.46,0,0
ABC33901,0.36,0,0
ABC33902,0.35,0,0
ABC33903,0,0.27,0
ABC33904,0,0.6,0
ABC33905,0,0.6,0
ABC33906,0.38,0,0
ABC33907,0.61,0,0
ABC33908,0,0.44,0
ABC33909,0.43,0,0
ABC33910,0.54,0,0
ABC33911,0.25,0,0
ABC33912,0,0.51,0
ABC33913,0,0.73,0
ABC33914,0.79,0,0
ABC33915,0.77,0,0
ABC33916,0,0.46,0
ABC33917,0.27,0,0
ABC33918,0,0.33,0
ABC33919,0,0.43,0
ABC33920,0,0.4,0
ABC33921,0,0.28,0
ABC33922,0,0.58,0
ABC33923,0,0.29,0
ABC33924,0,0.41,0
ABC33925,0.35,0,0
ABC33926,0,0.4,0
ABC33927,0,0.29,0
ABC33928,0,0.27,0
ABC33929,0,0.55,0
ABC33930,0,0.68,0
ABC33931,0.43,0,0
ABC33932,0.33,0,0
ABC33933,0,0.43,0
ABC33934,0.44,0,0
ABC33935,0.35,0,0
ABC33936,0,0.63,0
ABC33937,0,0.51,0
ABC33938,0.5,0,0
ABC33939,0,0.43,0
ABC33940,0,0.41,0
ABC33941,0.37,0,0
ABC33942,0,0.63,0
ABC33943,0,0.71,0
ABC33944,0,0.74,0
ABC33945,0.25,0,0
ABC33946,0.46,0,0
ABC33947,0,0.52,0
ABC33948,0.35,0,0
ABC33949,0,0.8,0
ABC33950,0,0.36,0
ABC33951,0,0.65,0
ABC33952,0.43,0,0
ABC33953,0,0.27,0
ABC33954,0.74,0,0
ABC33955,0.78,0,0
ABC33956,0.59,0,0
ABC33957,0,0.24,0
ABC33958,0,0.48,0
ABC33959,0,0.71,0
ABC33960,0,0.51,0
ABC33961,0.65,0,0
ABC33962,0.62,0,0
ABC33963,0,0.57,0
ABC33964,0,0.51,0
ABC33965,0,0.62,0
ABC33966,0,0.32,0
ABC33967,0,0.24,0
ABC33968,0.2,0,0
ABC33969,0,0.26,0
ABC33970,0.25,0,0
ABC33971,0.32,0,0
ABC33972,0.62,0,0
ABC33973,0.51,0,0
ABC33974,0,0.78,0
ABC33975,0,0.8,0
ABC33976,0.49,0,0
ABC33977,0,0.21,0
ABC33978,0.65,0,0
ABC33979,0.69,0,0
ABC33980,0,0.24,0
ABC33981,0,0.5,0
ABC33982,0.43,0,0
ABC33983,0,0.24,0
ABC33984,0,0.72,0
ABC33985,0.5,0,0
ABC33986,0.63,0,0
ABC33987,0.45,0,0
ABC33988,0.55,0,0
ABC33989,0.34,0,0
ABC33990,0.34,0,0
ABC33991,0.22,0,0
ABC33992,0.42,0,0
ABC33993,0,0.72,0
ABC33994,0,0.67,0
ABC33995,0,0.78,0
ABC33996,0.59,0,0
ABC33997,0.26,0,0
ABC33998,0,0.69,0
ABC33999,0,0.49,0
ABC34000,0,0.35,0
ABC34001,0.31,0,0
ABC34002,0.51,0,0
ABC34003,0,0.29,0
ABC34004,0,0.41,0
ABC34005,0.25,0,0
ABC34006,0.29,0,0
ABC34007,0,0.78,0
ABC34008,0.69,0,0
ABC34009,0,0.77,0
ABC34010,0,0.6,0
ABC34011,0.51,0,0
ABC34012,0.71,0,0
ABC34013,0.68,0,0
ABC34014,0,0.22,0
ABC34015,0,0.44,0
ABC34016,0.65,0,0
ABC34017,0.39,0,0
ABC34018,0,0.4,0
ABC34019,0,0.69,0
ABC34020,0,0.47,0
ABC34021,0.33,0,0
ABC34022,0.71,0,0
ABC34023,0.72,0,0
ABC34024,0,0.36,0
ABC34025,0.48,0,0
ABC34026,0,0.36,0
ABC34027,0,0.56,0
ABC34028,0,0.34,0
ABC34029,0.23,0,0
ABC34030,0,0.51,0
ABC34031,0.71,0,0
ABC34032,0.23,0,0
ABC34033,0,0.26,0
ABC34034,0.33,0,0
ABC34035,0,0.23,0
ABC34036,0,0.55,0
ABC34037,0.65,0,0
ABC34038,0,0.59,0
ABC34039,0.3,0,0
ABC34040,0,0.48,0
ABC34041,0.27,0,0
ABC34042,0.51,0,0
ABC34043,0.77,0,0
ABC34044,0.45,0,0
ABC34045,0,0.31,0
ABC34046,0,0.55,0
ABC34047,0.65,0,0
ABC34048,0,0.46,0
ABC34049,0,0.35,0
ABC34050,0.52,0,0
ABC34051,0.8,0,0
ABC34052,0.78,0,0
ABC34053,0,0.37,0
ABC34054,0.48,0,0
ABC34055,0.65,0,0
ABC34056,0.4,0,0
ABC34057,0,0.77,0
ABC34058,0.55,0,0
ABC34059,0,0.22,0
ABC34060,0,0.57,0
ABC34061,0,0.2,0
ABC34062,0.3,0,0
ABC34063,0,0.75,0
ABC34064,0.43,0,0
ABC34065,0,0.2,0
ABC34066,0,0.79,0
ABC34067,0,0.63,0
ABC34068,0.68,0,0
ABC34069,0,0.44,0
ABC34070,0.76,0,0
ABC34071,0,0.24,0
ABC34072,0,0.45,0
ABC34073,0.25,0,0
ABC34074,0.5,0,0
ABC34075,0,0.71,0
ABC34076,0,0.35,0
ABC34077,0.41,0,0
ABC34078,0,0.79,0
ABC34079,0.44,0,0
ABC34080,0,0.47,0
ABC34081,0.51,0,0
ABC34082,0,0.74,0
ABC34083,0.5,0,0
ABC34084,0.35,0,0
ABC34085,0,0.25,0
ABC34086,0,0.64,0
ABC34087,0.23,0,0
ABC34088,0,0.79,0
ABC34089,0,0.31,0
ABC34090,0,0.73,0
ABC34091,0.57,0,0
ABC34092,0.69,0,0
ABC34093,0.7,0,0
ABC34094,0,0.4,0
ABC34095,0.2,0,0
ABC34096,0.21,0,0
ABC34097,0,0.41,0
ABC34098,0,0.48,0
ABC34099,0.56,0,0
ABC34100,0,0.41,0
ABC34101,0,0.33,0
ABC34102,0.23,0,0
ABC34103,0,0.31,0
ABC34104,0.37,0,0
ABC34105,0,0.41,0
ABC34106,0,0.64,0
ABC34107,0.42,0,0
ABC34108,0.23,0,0
ABC34109,0,0.37,0
ABC34110,0.78,0,0
ABC34111,0.72,0,0
ABC34112,0.29,0,0
ABC34113,0,0.68,0
ABC34114,0.26,0,0
ABC34115,0,0.44,0
ABC34116,0.6,0,0
ABC34117,0,0.49,0
ABC34118,0,0.43,0
ABC34119,0.45,0,0
ABC34120,0,0.71,0
ABC34121,0,0.64,0
ABC34122,0,0.47,0
ABC34123,0.79,0,0
ABC34124,0.29,0,0
ABC34125,0.26,0,0
ABC34126,0,0.57,0
ABC34127,0.67,0,0
ABC34128,0.41,0,0
ABC34129,0,0.55,0
ABC34130,0,0.57,0
ABC34131,0,0.47,0
ABC34132,0.59,0,0
ABC34133,0,0.31,0
ABC34134,0.26,0,0
ABC34135,0,0.53,0
ABC34136,0.69,0,0
ABC34137,0,0.59,0
ABC34138,0,0.33,0
ABC34139,0,0.7,0
ABC34140,0.63,0,0
ABC34141,0.54,0,0
ABC34142,0,0.74,0
ABC34143,0,0.45,0
ABC34144,0,0.4,0
ABC34145,0.77,0,0
ABC34146,0.67,0,0
ABC34147,0,0.28,0
ABC34148,0.36,0,0
ABC34149,0,0.79,0
ABC34150,0,0.44,0
ABC34151,0,0.66,0
ABC34152,0.72,0,0
ABC34153,0.76,0,0
ABC34154,0.68,0,0
ABC34155,0.6,0,0
ABC34156,0,0.72,0
ABC34157,0.61,0,0
ABC34158,0.52,0,0
ABC34159,0.5,0,0
ABC34160,0,0.42,0
ABC34161,0.46,0,0
ABC34162,0.41,0,0
ABC34163,0.25,0,0
ABC34164,0.78,0,0
ABC34165,0,0.41,0
ABC34166,0,0.71,0
ABC34167,0.66,0,0
ABC34168,0.58,0,0
ABC34169,0,0.39,0
ABC34170,0,0.59,0
ABC34171,0,0.59,0
ABC34172,0.73,0,0
ABC34173,0.23,0,0
ABC34174,0,0.42,0
ABC34175,0,0.64,0
ABC34176,0.65,0,0
ABC34177,0,0.3,0
ABC34178,0.27,0,0
ABC34179,0,0.62,0
ABC34180,0.43,0,0
ABC34181,0,0.32,0
ABC34182,0.44,0,0
ABC34183,0,0.73,0
ABC34184,0,0.56,0
ABC34185,0.51,0,0
ABC34186,0.45,0,0
ABC34187,0,0.38,0
ABC34188,0.75,0,0
ABC34189,0.37,0,0
ABC34190,0.78,0,0
ABC34191,0,0.51,0
ABC34192,0,0.42,0
ABC34193,0.69,0,0
ABC34194,0,0.35,0
ABC34195,0.62,0,0
ABC34196,0.75,0,0
ABC34197,0.64,0,0
ABC34198,0.56,0,0
ABC34199,0,0.67,0
ABC34200,0,0.78,0
ABC34201,0,0.74,0
ABC34202,0.22,0,0
ABC34203,0.34,0,0
ABC34204,0,0.64,0
ABC34205,0,0.78,0
ABC34206,0,0.44,0
ABC34207,0.28,0,0
ABC34208,0,0.53,0
ABC34209,0.73,0,0
ABC34210,0.8,0,0
ABC34211,0.3,0,0
ABC34212,0,0.58,0
ABC34213,0.24,0,0
ABC34214,0,0.43,0
ABC34215,0.42,0,0
ABC34216,0.47,0,0
ABC34217,0.76,0,0
ABC34218,0.36,0,0
ABC34219,0,0.33,0
ABC34220,0,0.62,0
ABC34221,0.45,0,0
ABC34222,0,0.77,0
ABC34223,0.65,0,0
ABC34224,0,0.38,0
ABC34225,0.45,0,0
ABC34226,0.6,0,0
ABC34227,0,0.42,0
ABC34228,0,0.56,0
ABC34229,0.77,0,0
ABC34230,0.59,0,0
ABC34231,0.32,0,0
ABC34232,0.78,0,0
ABC34233,0.33,0,0
ABC34234,0,0.7,0
ABC34235,0,0.35,0
ABC34236,0,0.66,0
ABC34237,0.26,0,0
ABC34238,0,0.71,0
ABC34239,0.79,0,0
ABC34240,0.59,0,0
ABC34241,0,0.51,0
ABC34242,0,0.72,0
ABC34243,0.73,0,0
ABC34244,0,0.6,0
ABC34245,0,0.22,0
ABC34246,0,0.27,0
ABC34247,0.53,0,0
ABC34248,0,0.42,0
ABC34249,0,0.32,0
ABC34250,0.33,0,0
ABC34251,0.43,0,0
ABC34252,0.28,0,0
ABC34253,0,0.21,0
ABC34254,0.41,0,0
ABC34255,0,0.62,0
ABC34256,0,0.58,0
ABC34257,0.77,0,0
ABC34258,0.41,0,0
ABC34259,0.4,0,0
ABC34260,0.33,0,0
ABC34261,0,0.79,0
ABC34262,0,0.46,0
ABC34263,0,0.65,0
ABC34264,0.31,0,0
ABC34265,0.46,0,0
ABC34266,0.46,0,0
ABC34267,0,0.35,0
ABC34268,0.79,0,0
ABC34269,0.47,0,0
ABC34270,0.43,0,0
ABC34271,0.77,0,0
ABC34272,0.69,0,0
ABC34273,0.35,0,0
ABC34274,0,0.71,0
ABC34275,0.45,0,0
ABC34276,0,0.63,0
ABC34277,0.7,0,0
ABC34278,0.78,0,0
ABC34279,0,0.43,0
ABC34280,0.36,0,0
ABC34281,0,0.77,0
ABC34282,0.37,0,0
ABC34283,0,0.32,0
ABC34284,0.67,0,0
ABC34285,0.67,0,0
ABC34286,0,0.28,0
ABC34287,0.48,0,0
ABC34288,0,0.77,0
ABC34289,0,0.28,0
ABC34290,0,0.38,0
ABC34291,0.61,0,0
ABC34292,0.59,0,0
ABC34293,0.61,0,0
ABC34294,0.42,0,0
ABC34295,0,0.65,0
ABC34296,0.41,0,0
ABC34297,0.61,0,0
ABC34298,0.74,0,0
ABC34299,0,0.27,0
ABC34300,0,0.4,0
ABC34301,0.68,0,0
ABC34302,0,0.47,0
ABC34303,0.79,0,0
ABC34304,0.5,0,0
ABC34305,0.37,0,0
ABC34306,0.34,0,0
ABC34307,0.51,0,0
ABC34308,0,0.63,0
ABC34309,0,0.69,0
ABC34310,0,0.7,0
ABC34311,0,0.62,0
ABC34312,0.57,0,0
ABC34313,0.49,0,0
ABC34314,0.3,0,0
ABC34315,0.4,0,0
ABC34316,0.62,0,0
ABC34317,0.27,0,0
ABC34318,0,0.71,0
ABC34319,0,0.71,0
ABC34320,0.4,0,0
ABC34321,0,0.37,0
ABC34322,0,0.25,0
ABC34323,0.72,0,0
ABC34324,0.52,0,0
ABC34325,0.62,0,0
ABC34326,0.61,0,0
ABC34327,0,0.39,0
ABC34328,0,0.68,0
ABC34329,0.24,0,0
ABC34330,0.6,0,0
ABC34331,0,0.49,0
ABC34332,0,0.34,0
ABC34333,0,0.43,0
ABC34334,0,0.62,0
ABC34335,0,0.65,0
ABC34336,0,0.33,0
ABC34337,0.58,0,0
ABC34338,0,0.29,0
ABC34339,0,0.27,0
ABC34340,0.47,0,0
ABC34341,0,0.25,0
ABC34342,0.49,0,0
ABC34343,0,0.5,0
ABC34344,0,0.25,0
ABC34345,0.49,0,0
ABC34346,0,0.75,0
ABC34347,0,0.41,0
ABC34348,0,0.35,0
ABC34349,0.57,0,0
ABC34350,0.28,0,0
ABC34351,0,0.24,0
ABC34352,0,0.25,0
ABC34353,0,0.34,0
ABC34354,0.32,0,0
ABC34355,0,0.68,0
ABC34356,0.75,0,0
ABC34357,0.36,0,0
ABC34358,0,0.21,0
ABC34359,0.62,0,0
ABC34360,0.32,0,0
ABC34361,0.32,0,0
ABC34362,0,0.64,0
ABC34363,0.3,0,0
ABC34364,0.28,0,0
ABC34365,0.54,0,0
ABC34366,0,0.23,0
ABC34367,0,0.5,0
ABC34368,0,0.59,0
ABC34369,0.61,0,0
ABC34370,0.51,0,0
ABC34371,0,0.65,0
ABC34372,0.39,0,0
ABC34373,0.42,0,0
ABC34374,0.5,0,0
ABC34375,0,0.71,0
ABC34376,0.31,0,0
ABC34377,0.66,0,0
ABC34378,0,0.22,0
ABC34379,0,0.47,0
ABC34380,0.52,0,0
ABC34381,0,0.25,0
ABC34382,0,0.63,0
ABC34383,0,0.71,0
ABC34384,0.27,0,0
ABC34385,0,0.3,0
ABC34386,0.33,0,0
ABC34387,0.26,0,0
ABC34388,0,0.5,0
ABC34389,0.47,0,0
ABC34390,0.37,0,0
ABC34391,0,0.66,0
ABC34392,0,0.68,0
ABC34393,0.21,0,0
ABC34394,0.55,0,0
ABC34395,0.31,0,0
ABC34396,0,0.76,0
ABC34397,0,0.33,0
ABC34398,0,0.59,0
ABC34399,0.57,0,0
ABC34400,0.7,0,0
ABC34401,0,0.4,0
ABC34402,0.43,0,0
ABC34403,0.43,0,0
ABC34404,0,0.24,0
ABC34405,0,0.51,0
ABC34406,0.47,0,0
ABC34407,0,0.49,0
ABC34408,0,0.63,0
ABC34409,0,0.53,0
ABC34410,0,0.31,0
ABC34411,0,0.66,0
ABC34412,0.72,0,0
ABC34413,0.52,0,0
ABC34414,0.25,0,0
ABC34415,0.65,0,0
ABC34416,0.57,0,0
ABC34417,0.2,0,0
ABC34418,0.22,0,0
ABC34419,0.37,0,0
ABC34420,0.37,0,0
ABC34421,0,0.54,0
ABC34422,0.27,0,0
ABC34423,0.26,0,0
ABC34424,0,0.74,0
ABC34425,0.22,0,0
ABC34426,0,0.59,0
ABC34427,0.49,0,0
ABC34428,0.49,0,0
ABC34429,0.7,0,0
ABC34430,0.8,0,0
ABC34431,0.79,0,0
ABC34432,0.72,0,0
ABC34433,0.36,0,0
ABC34434,0,0.28,0
ABC34435,0,0.26,0
ABC34436,0,0.28,0
ABC34437,0.75,0,0
ABC34438,0.31,0,0
ABC34439,0.63,0,0
ABC34440,0,0.53,0
ABC34441,0,0.33,0
ABC34442,0,0.28,0
ABC34443,0.28,0,0
ABC34444,0.29,0,0
ABC34445,0,0.58,0
ABC34446,0.58,0,0
ABC34447,0,0.69,0
ABC34448,0.77,0,0
ABC34449,0,0.76,0
ABC34450,0.44,0,0
ABC34451,0.74,0,0
ABC34452,0,0.23,0
ABC34453,0.69,0,0
ABC34454,0.66,0,0
ABC34455,0,0.25,0
ABC34456,0.34,0,0
ABC34457,0.53,0,0
ABC34458,0.22,0,0
ABC34459,0,0.38,0
ABC34460,0.69,0,0
ABC34461,0,0.27,0
ABC34462,0,0.52,0
ABC34463,0.25,0,0
ABC34464,0.63,0,0
ABC34465,0.21,0,0
ABC34466,0.74,0,0
ABC34467,0,0.22,0
ABC34468,0.52,0,0
ABC34469,0.41,0,0
ABC34470,0,0.39,0
ABC34471,0.76,0,0
ABC34472,0.46,0,0
ABC34473,0,0.22,0
ABC34474,0.55,0,0
ABC34475,0.48,0,0
ABC34476,0,0.58,0
ABC34477,0.58,0,0
ABC34478,0,0.53,0
ABC34479,0,0.4,0
ABC34480,0,0.27,0
ABC34481,0,0.78,0
ABC34482,0.67,0,0
ABC34483,0.22,0,0
ABC34484,0,0.48,0
ABC34485,0.54,0,0
ABC34486,0,0.72,0
ABC34487,0,0.59,0
ABC34488,0.48,0,0
ABC34489,0.26,0,0
ABC34490,0,0.54,0
ABC34491,0.6,0,0
ABC34492,0.24,0,0
ABC34493,0,0.29,0
ABC34494,0,0.22,0
ABC34495,0,0.35,0
ABC34496,0,0.42,0
ABC34497,0,0.56,0
ABC34498,0,0.34,0
ABC34499,0,0.36,0
ABC34500,0.63,0,0
ABC34501,0.5,0,0
ABC34502,0,0.67,0
ABC34503,0,0.68,0
ABC34504,0.28,0,0
ABC34505,0.54,0,0
ABC34506,0.38,0,0
ABC34507,0,0.35,0
ABC34508,0,0.52,0
ABC34509,0.61,0,0
ABC34510,0.41,0,0
ABC34511,0.77,0,0
ABC34512,0.58,0,0
ABC34513,0.22,0,0
ABC34514,0.77,0,0
ABC34515,0.38,0,0
ABC34516,0.36,0,0
ABC34517,0,0.59,0
ABC34518,0.64,0,0
ABC34519,0.31,0,0
ABC34520,0,0.3,0
ABC34521,0.65,0,0
ABC34522,0,0.31,0
ABC34523,0.51,0,0
ABC34524,0.63,0,0
ABC34525,0,0.52,0
ABC34526,0,0.38,0
ABC34527,0.22,0,0
ABC34528,0.23,0,0
ABC34529,0,0.26,0
ABC34530,0.25,0,0
ABC34531,0,0.44,0
ABC34532,0.7,0,0
ABC34533,0.58,0,0
ABC34534,0,0.43,0
ABC34535,0.49,0,0
ABC34536,0.38,0,0
ABC34537,0.45,0,0
ABC34538,0,0.76,0
ABC34539,0.77,0,0
ABC34540,0.41,0,0
ABC34541,0,0.8,0
ABC34542,0.42,0,0
ABC34543,0.71,0,0
ABC34544,0.38,0,0
ABC34545,0,0.57,0
ABC34546,0.55,0,0
ABC34547,0,0.51,0
ABC34548,0,0.68,0
ABC34549,0,0.31,0
ABC34550,0,0.49,0
ABC34551,0,0.21,0
ABC34552,0,0.31,0
ABC34553,0,0.59,0
ABC34554,0.39,0,0
ABC34555,0.66,0,0
ABC34556,0,0.72,0
ABC34557,0.26,0,0
ABC34558,0,0.62,0
ABC34559,0,0.51,0
ABC34560,0,0.58,0
ABC34561,0,0.26,0
ABC34562,0.32,0,0
ABC34563,0.41,0,0
ABC34564,0,0.45,0
ABC34565,0.64,0,0
ABC34566,0.33,0,0
ABC34567,0.56,0,0
ABC34568,0,0.37,0
ABC34569,0.78,0,0
ABC34570,0,0.24,0
ABC34571,0.53,0,0
ABC34572,0,0.42,0
ABC34573,0.22,0,0
ABC34574,0,0.33,0
ABC34575,0,0.65,0
ABC34576,0.73,0,0
ABC34577,0.4,0,0
ABC34578,0.63,0,0
ABC34579,0.61,0,0
ABC34580,0,0.3,0
ABC34581,0.38,0,0
ABC34582,0,0.62,0
ABC34583,0.41,0,0
ABC34584,0,0.66,0
ABC34585,0,0.33,0
ABC34586,0,0.46,0
ABC34587,0,0.29,0
ABC34588,0.63,0,0
ABC34589,0,0.44,0
ABC34590,0.7,0,0
ABC34591,0,0.4,0
ABC34592,0.39,0,0
ABC34593,0,0.35,0
ABC34594,0.37,0,0
ABC34595,0.6,0,0
ABC34596,0,0.77,0
ABC34597,0,0.38,0
ABC34598,0.36,0,0
ABC34599,0,0.45,0
ABC34600,0.3,0,0
ABC34601,0,0.29,0
ABC34602,0,0.6,0
ABC34603,0.48,0,0
ABC34604,0,0.52,0
ABC34605,0,0.62,0
ABC34606,0.42,0,0
ABC34607,0.39,0,0
ABC34608,0,0.48,0
ABC34609,0.27,0,0
ABC34610,0.52,0,0
ABC34611,0,0.63,0
ABC34612,0,0.27,0
ABC34613,0.42,0,0
ABC34614,0.64,0,0
ABC34615,0,0.57,0
ABC34616,0,0.51,0
ABC34617,0.72,0,0
ABC34618,0,0.45,0
ABC34619,0.42,0,0
ABC34620,0,0.61,0
ABC34621,0.65,0,0
ABC34622,0.53,0,0
ABC34623,0,0.79,0
ABC34624,0,0.28,0
ABC34625,0.31,0,0
ABC34626,0.22,0,0
ABC34627,0.67,0,0
ABC34628,0.74,0,0
ABC34629,0,0.39,0
ABC34630,0.67,0,0
ABC34631,0,0.75,0
ABC34632,0.51,0,0
ABC34633,0,0.74,0
ABC34634,0.27,0,0
ABC34635,0,0.73,0
ABC34636,0,0.66,0
ABC34637,0,0.63,0
ABC34638,0.74,0,0
ABC34639,0,0.45,0
ABC34640,0.45,0,0
ABC34641,0,0.37,0
ABC34642,0,0.52,0
ABC34643,0.54,0,0
ABC34644,0.37,0,0
ABC34645,0.54,0,0
ABC34646,0,0.73,0
ABC34647,0,0.39,0
ABC34648,0,0.44,0
ABC34649,0,0.45,0
ABC34650,0.76,0,0
ABC34651,0,0.22,0
ABC34652,0,0.59,0
ABC34653,0,0.35,0
ABC34654,0,0.59,0
ABC34655,0,0.69,0
ABC34656,0,0.39,0
ABC34657,0.73,0,0
ABC34658,0.77,0,0
ABC34659,0.26,0,0
ABC34660,0.44,0,0
ABC34661,0.68,0,0
ABC34662,0,0.51,0
ABC34663,0,0.69,0
ABC34664,0.76,0,0
ABC34665,0.65,0,0
ABC34666,0.7,0,0
ABC34667,0,0.45,0
ABC34668,0.25,0,0
ABC34669,0.49,0,0
ABC34670,0,0.73,0
ABC34671,0,0.26,0
ABC34672,0,0.57,0
ABC34673,0.52,0,0
ABC34674,0.76,0,0
ABC34675,0.28,0,0
ABC34676,0,0.49,0
ABC34677,0.36,0,0
ABC34678,0,0.52,0
ABC34679,0.5,0,0
ABC34680,0.42,0,0
ABC34681,0.6,0,0
ABC34682,0.47,0,0
ABC34683,0.26,0,0
ABC34684,0.73,0,0
ABC34685,0,0.72,0
ABC34686,0.24,0,0
ABC34687,0.35,0,0
ABC34688,0.32,0,0
