Loan,Region,Rating,EAD,LGD
ABC31933,CH,BBB,92012.11,0.4
ABC31934,CH,A,147359.48,0.4
ABC31935,CH,CCC,106473.56,0.4
ABC31936,CH,CCC,576028.95,0.4
ABC31937,EU,CCC,12008.25,0.4
ABC31938,CH,BB,189554.55,0.4
ABC31939,EU,A,240919.33,0.4
ABC31940,CH,B,898155.35,0.4
ABC31941,EU,BBB,1168753.26,0.4
ABC31942,CH,A,53662.42,0.4
ABC31943,CH,CCC,115230.21,0.4
ABC31944,EU,B,482190.01,0.4
ABC31945,EU,CCC,374732.87,0.4
ABC31946,EU,CCC,426493.07,0.4
ABC31947,CH,BB,429343.51,0.4
ABC31948,CH,B,191354.04,0.4
ABC31949,CH,CCC,602383.31,0.4
ABC31950,CH,CCC,267257.44,0.4
ABC31951,EU,CCC,176599.48,0.4
ABC31952,EU,BB,792718.47,0.4
ABC31953,EU,CCC,20410.03,0.4
ABC31954,EU,A,266516.79,0.4
ABC31955,EU,BBB,844466.76,0.4
ABC31956,CH,CCC,367048.64,0.4
ABC31957,CH,B,78572.99,0.4
ABC31958,EU,CCC,49595.38,0.4
ABC31959,CH,BB,309618.35,0.4
ABC31960,EU,CCC,41216.03,0.4
ABC31961,CH,BBB,276281.31,0.4
ABC31962,CH,BBB,417516.54,0.4
ABC31963,CH,CCC,411290.34,0.4
ABC31964,EU,A,57468.03,0.4
ABC31965,CH,CCC,147234.56,0.4
ABC31966,CH,CCC,45470.59,0.4
ABC31967,CH,B,6765.18,0.4
ABC31968,EU,BB,119987.94,0.4
ABC31969,EU,BBB,171538.6,0.4
ABC31970,EU,A,148920.75,0.4
ABC31971,CH,CCC,486231.77,0.4
ABC31972,EU,BB,172660.8,0.4
ABC31973,EU,BB,580660.58,0.4
ABC31974,CH,A,561726.03,0.4
ABC31975,CH,A,277302.12,0.4
ABC31976,EU,BBB,51436.57,0.4
ABC31977,CH,B,218085.79,0.4
ABC31978,EU,BBB,1232.93,0.4
ABC31979,CH,B,314122.96,0.4
ABC31980,EU,BBB,1100901.28,0.4
ABC31981,CH,B,234622.44,0.4
ABC31982,EU,A,309978.27,0.4
ABC31983,EU,B,284259.14,0.4
ABC31984,CH,BB,262893.26,0.4
ABC31985,EU,BBB,235867.76,0.4
ABC31986,EU,CCC,193830.21,0.4
ABC31987,CH,BB,358895.06,0.4
ABC31988,EU,CCC,250357.84,0.4
ABC31989,CH,BB,89286.66,0.4
ABC31990,CH,BB,51258.67,0.4
ABC31991,CH,BB,542280.07,0.4
ABC31992,EU,B,182393.74,0.4
ABC31993,CH,BBB,29721.34,0.4
ABC31994,EU,CCC,105597.86,0.4
ABC31995,EU,BBB,1795475.45,0.4
ABC31996,CH,BBB,147917.69,0.4
ABC31997,CH,BBB,17235.49,0.4
ABC31998,CH,A,373932.99,0.4
ABC31999,CH,B,162184.36,0.4
ABC32000,CH,B,1343000.16,0.4
ABC32001,EU,BB,122248.44,0.4
ABC32002,CH,CCC,551700.85,0.4
ABC32003,EU,BBB,38161.9,0.4
ABC32004,CH,BB,762095.72,0.4
ABC32005,EU,B,128085.6,0.4
ABC32006,EU,CCC,393270.53,0.4
ABC32007,EU,BBB,635225.55,0.4
ABC32008,CH,B,602925.25,0.4
ABC32009,CH,B,375959.42,0.4
ABC32010,CH,BBB,233484.67,0.4
ABC32011,CH,CCC,475568.5,0.4
ABC32012,EU,B,299530.44,0.4
ABC32013,EU,BB,112608.79,0.4
ABC32014,CH,A,217565.91,0.4
ABC32015,EU,A,5520.04,0.4
ABC32016,EU,B,649298.29,0.4
ABC32017,CH,CCC,150735.57,0.4
ABC32018,EU,B,67752.84,0.4
ABC32019,CH,B,230080.12,0.4
ABC32020,EU,BBB,159766.29,0.4
ABC32021,EU,BB,242500.7,0.4
ABC32022,EU,B,280195.93,0.4
ABC32023,CH,BB,123595.68,0.4
ABC32024,CH,CCC,299643.54,0.4
ABC32025,EU,CCC,668028.17,0.4
ABC32026,EU,BB,538614.01,0.4
ABC32027,EU,B,47888.96,0.4
ABC32028,EU,BBB,170588.94,0.4
ABC32029,CH,BBB,127670.82,0.4
ABC32030,CH,B,136637.09,0.4
ABC32031,EU,BB,413362.79,0.4
ABC32032,CH,CCC,412837.42,0.4
ABC32033,CH,BB,61036.46,0.4
ABC32034,EU,A,603012.02,0.4
ABC32035,EU,CCC,619520.41,0.4
ABC32036,EU,CCC,285808.1,0.4
ABC32037,EU,CCC,71824.08,0.4
ABC32038,CH,BB,1285,0.4
ABC32039,CH,CCC,269664.29,0.4
ABC32040,EU,BBB,60548.75,0.4
ABC32041,CH,BBB,854875.05,0.4
ABC32042,EU,BB,1061421.05,0.4
ABC32043,EU,B,332635.66,0.4
ABC32044,CH,A,25571.3,0.4
ABC32045,CH,B,38334.17,0.4
ABC32046,EU,CCC,134048.14,0.4
ABC32047,CH,B,1235258.42,0.4
ABC32048,CH,A,34053.38,0.4
ABC32049,EU,B,375643.48,0.4
ABC32050,EU,BBB,115210.51,0.4
ABC32051,EU,BBB,850.69,0.4
ABC32052,EU,B,157920.98,0.4
ABC32053,EU,BBB,60700.2,0.4
ABC32054,EU,CCC,224961.99,0.4
ABC32055,CH,B,70082.6,0.4
ABC32056,CH,B,228699.46,0.4
ABC32057,CH,A,267009.11,0.4
ABC32058,CH,BB,8454.73,0.4
ABC32059,EU,A,9181.02,0.4
ABC32060,CH,BB,149561.76,0.4
ABC32061,EU,BB,610515.37,0.4
ABC32062,CH,BBB,365271.21,0.4
ABC32063,CH,B,9030.49,0.4
ABC32064,EU,BBB,636171.55,0.4
ABC32065,EU,CCC,363340.85,0.4
ABC32066,EU,B,475828.06,0.4
ABC32067,CH,BB,97949.42,0.4
ABC32068,EU,BB,142188.48,0.4
ABC32069,CH,A,570359.97,0.4
ABC32070,EU,B,207703.97,0.4
ABC32071,EU,A,70561.01,0.4
ABC32072,EU,B,223535.28,0.4
ABC32073,CH,BB,146171.24,0.4
ABC32074,CH,B,79636.67,0.4
ABC32075,CH,B,208017.31,0.4
ABC32076,CH,CCC,98922.57,0.4
ABC32077,EU,BBB,765264.67,0.4
ABC32078,CH,A,62862.14,0.4
ABC32079,EU,CCC,117576.91,0.4
ABC32080,CH,BB,291003.88,0.4
ABC32081,CH,BB,79236.68,0.4
ABC32082,CH,B,538279.79,0.4
ABC32083,CH,CCC,264542.95,0.4
ABC32084,CH,B,1180334.65,0.4
ABC32085,CH,B,306134.57,0.4
ABC32086,CH,BB,25776.15,0.4
ABC32087,EU,CCC,179974.15,0.4
ABC32088,CH,CCC,7764.03,0.4
ABC32089,CH,BB,262620.12,0.4
ABC32090,EU,BBB,146563.9,0.4
ABC32091,CH,BBB,201903.63,0.4
ABC32092,EU,BBB,258296.33,0.4
ABC32093,CH,B,131846.15,0.4
ABC32094,EU,BBB,150051.88,0.4
ABC32095,EU,A,669135.6,0.4
ABC32096,EU,CCC,486016.4,0.4
ABC32097,EU,B,322957.68,0.4
ABC32098,EU,A,98291.41,0.4
ABC32099,CH,BB,38634.7,0.4
ABC32100,CH,BB,727957.53,0.4
ABC32101,EU,BB,358256.15,0.4
ABC32102,CH,BB,541395.21,0.4
ABC32103,EU,BBB,1198941.92,0.4
ABC32104,CH,CCC,58561.04,0.4
ABC32105,CH,BBB,90974.67,0.4
ABC32106,CH,BBB,350205.61,0.4
ABC32107,EU,B,268043.14,0.4
ABC32108,CH,CCC,166178.89,0.4
ABC32109,CH,CCC,522079.04,0.4
ABC32110,CH,BB,173233.13,0.4
ABC32111,CH,A,110650.39,0.4
ABC32112,CH,CCC,525665.49,0.4
ABC32113,EU,CCC,81006.66,0.4
ABC32114,EU,CCC,14918.24,0.4
ABC32115,CH,A,102876.62,0.4
ABC32116,CH,B,192061.94,0.4
ABC32117,EU,CCC,315327.22,0.4
ABC32118,CH,A,251385.96,0.4
ABC32119,CH,B,47933.12,0.4
ABC32120,EU,CCC,30356.64,0.4
ABC32121,EU,BBB,753438.2,0.4
ABC32122,CH,BBB,246527.72,0.4
ABC32123,CH,A,378472.36,0.4
ABC32124,CH,B,178326.88,0.4
ABC32125,CH,B,105041.17,0.4
ABC32126,EU,A,32796.26,0.4
ABC32127,CH,BB,859851.52,0.4
ABC32128,CH,A,390.99,0.4
ABC32129,EU,BBB,279842.87,0.4
ABC32130,CH,A,506520.66,0.4
ABC32131,EU,BBB,70637.11,0.4
ABC32132,CH,CCC,369353.24,0.4
ABC32133,CH,BBB,15194.1,0.4
ABC32134,EU,BBB,594339.92,0.4
ABC32135,CH,B,128382,0.4
ABC32136,EU,B,165408.87,0.4
ABC32137,EU,A,327254.49,0.4
ABC32138,EU,A,407653.23,0.4
ABC32139,EU,BBB,26078.24,0.4
ABC32140,CH,BBB,483015.4,0.4
ABC32141,CH,BB,23185.87,0.4
ABC32142,CH,CCC,1033427.61,0.4
ABC32143,EU,B,1629957.91,0.4
ABC32144,EU,B,167836.02,0.4
ABC32145,EU,BBB,21507.78,0.4
ABC32146,CH,B,446647.87,0.4
ABC32147,EU,B,939926.73,0.4
ABC32148,EU,BBB,255376.61,0.4
ABC32149,CH,BB,107688.95,0.4
ABC32150,EU,B,98595.23,0.4
ABC32151,EU,BBB,87926.08,0.4
ABC32152,EU,CCC,338699.72,0.4
ABC32153,CH,BBB,48306.49,0.4
ABC32154,CH,B,302837.75,0.4
ABC32155,CH,CCC,6078.52,0.4
ABC32156,CH,BB,184976.51,0.4
ABC32157,EU,BBB,344973.4,0.4
ABC32158,CH,BB,134874.85,0.4
ABC32159,CH,B,789927.25,0.4
ABC32160,EU,CCC,22255.99,0.4
ABC32161,EU,B,28997.59,0.4
ABC32162,EU,BB,39350.03,0.4
ABC32163,CH,A,65888.05,0.4
ABC32164,CH,BB,5687.75,0.4
ABC32165,EU,BBB,498930.67,0.4
ABC32166,EU,CCC,611831.06,0.4
ABC32167,EU,B,514711.99,0.4
ABC32168,EU,A,1326.61,0.4
ABC32169,CH,B,29492.37,0.4
ABC32170,EU,CCC,610278.09,0.4
ABC32171,EU,CCC,320466.32,0.4
ABC32172,CH,A,244550.56,0.4
ABC32173,EU,BBB,136087.12,0.4
ABC32174,EU,BB,519244.37,0.4
ABC32175,CH,BB,110094.13,0.4
ABC32176,EU,BBB,35461.46,0.4
ABC32177,EU,CCC,557520.66,0.4
ABC32178,EU,CCC,510948.14,0.4
ABC32179,CH,CCC,201065.41,0.4
ABC32180,CH,B,178738.89,0.4
ABC32181,CH,A,332955.34,0.4
ABC32182,CH,BBB,229317.37,0.4
ABC32183,EU,A,24559.39,0.4
ABC32184,EU,B,193571.56,0.4
ABC32185,EU,BB,22479.17,0.4
ABC32186,CH,A,998451.61,0.4
ABC32187,CH,BB,72835.09,0.4
ABC32188,CH,CCC,227902.94,0.4
ABC32189,CH,B,126509.92,0.4
ABC32190,CH,CCC,338188.67,0.4
ABC32191,EU,B,291591.11,0.4
ABC32192,CH,BB,115682.51,0.4
ABC32193,CH,BB,979985.64,0.4
ABC32194,EU,BBB,909445.22,0.4
ABC32195,EU,BBB,799309.5,0.4
ABC32196,EU,B,77049.06,0.4
ABC32197,CH,CCC,564383.63,0.4
ABC32198,CH,BB,246682.87,0.4
ABC32199,EU,B,144560,0.4
ABC32200,CH,CCC,13826.87,0.4
ABC32201,CH,B,91936.76,0.4
ABC32202,EU,BB,111611.47,0.4
ABC32203,EU,BBB,197090.9,0.4
ABC32204,EU,B,59781.45,0.4
ABC32205,EU,BBB,189090.32,0.4
ABC32206,EU,A,18114.33,0.4
ABC32207,CH,CCC,585373.84,0.4
ABC32208,EU,BB,73953.52,0.4
ABC32209,CH,CCC,55745.36,0.4
ABC32210,EU,CCC,599526.83,0.4
ABC32211,CH,BBB,278679.12,0.4
ABC32212,EU,B,37004.61,0.4
ABC32213,CH,BB,592955.24,0.4
ABC32214,CH,BB,15473.7,0.4
ABC32215,EU,CCC,320059.54,0.4
ABC32216,CH,BB,17256.59,0.4
ABC32217,EU,B,83605.45,0.4
ABC32218,CH,BBB,191781.3,0.4
ABC32219,EU,BBB,165015.32,0.4
ABC32220,EU,BB,359209.63,0.4
ABC32221,EU,BBB,42932.35,0.4
ABC32222,EU,CCC,470998.95,0.4
ABC32223,EU,A,1116502.72,0.4
ABC32224,EU,BBB,62894.16,0.4
ABC32225,CH,CCC,238113.18,0.4
ABC32226,CH,BB,1374306.79,0.4
ABC32227,CH,B,119898.12,0.4
ABC32228,CH,CCC,152314.03,0.4
ABC32229,CH,BB,168620.93,0.4
ABC32230,CH,CCC,332391.27,0.4
ABC32231,CH,BBB,410190.1,0.4
ABC32232,EU,A,382356.03,0.4
ABC32233,CH,BBB,43954.39,0.4
ABC32234,CH,BBB,100177.23,0.4
ABC32235,EU,BBB,526825.64,0.4
ABC32236,EU,B,256394.73,0.4
ABC32237,CH,A,424236.54,0.4
ABC32238,EU,A,145497.13,0.4
ABC32239,EU,BBB,24181.12,0.4
ABC32240,CH,BBB,483045.43,0.4
ABC32241,EU,BBB,175346.6,0.4
ABC32242,EU,BB,403088.04,0.4
ABC32243,EU,BBB,45833.53,0.4
ABC32244,CH,B,421026.5,0.4
ABC32245,CH,B,1178753.63,0.4
ABC32246,EU,B,222587.6,0.4
ABC32247,CH,B,156043.1,0.4
ABC32248,CH,B,36571.27,0.4
ABC32249,CH,CCC,265933.62,0.4
ABC32250,EU,A,104213.29,0.4
ABC32251,CH,B,60655.9,0.4
ABC32252,CH,CCC,216436.18,0.4
ABC32253,CH,B,63478.8,0.4
ABC32254,EU,B,275916.93,0.4
ABC32255,EU,CCC,946549.78,0.4
ABC32256,EU,A,75968.13,0.4
ABC32257,CH,CCC,392730.32,0.4
ABC32258,CH,BBB,164509.03,0.4
ABC32259,EU,BB,186263.72,0.4
ABC32260,EU,BBB,83809.7,0.4
ABC32261,EU,BB,500773.81,0.4
ABC32262,EU,BB,309368.16,0.4
ABC32263,CH,BB,109610.63,0.4
ABC32264,EU,BBB,152009.11,0.4
ABC32265,EU,B,127965.9,0.4
ABC32266,CH,BBB,26547.41,0.4
ABC32267,EU,BBB,162823.76,0.4
ABC32268,EU,B,496761.57,0.4
ABC32269,EU,BB,31683.77,0.4
ABC32270,EU,BB,590738.47,0.4
ABC32271,EU,CCC,423256.56,0.4
ABC32272,EU,B,254027.81,0.4
ABC32273,CH,CCC,264859.53,0.4
ABC32274,CH,BBB,650880.84,0.4
ABC32275,EU,B,426267.77,0.4
ABC32276,CH,BBB,56326.93,0.4
ABC32277,EU,CCC,74110.49,0.4
ABC32278,CH,CCC,376908.59,0.4
ABC32279,CH,B,464535.43,0.4
ABC32280,EU,BBB,8595.97,0.4
ABC32281,EU,BB,217776.13,0.4
ABC32282,EU,CCC,600388.64,0.4
ABC32283,EU,BB,59380.32,0.4
ABC32284,CH,B,169083.08,0.4
ABC32285,EU,CCC,280085.39,0.4
ABC32286,CH,BBB,221157.9,0.4
ABC32287,EU,B,90239.09,0.4
ABC32288,CH,B,57096.69,0.4
ABC32289,CH,A,1136156.15,0.4
ABC32290,EU,BBB,23411.54,0.4
ABC32291,CH,B,113624.62,0.4
ABC32292,CH,BB,69749.26,0.4
ABC32293,EU,BB,278324.04,0.4
ABC32294,EU,A,189724.56,0.4
ABC32295,CH,BB,215573.35,0.4
ABC32296,CH,CCC,176369.12,0.4
ABC32297,CH,A,177744.16,0.4
ABC32298,EU,CCC,96568.06,0.4
ABC32299,CH,A,653549.81,0.4
ABC32300,EU,BBB,426128.48,0.4
ABC32301,EU,CCC,121334.31,0.4
ABC32302,EU,BB,959101.3,0.4
ABC32303,EU,A,248088.68,0.4
ABC32304,CH,BBB,574973.86,0.4
ABC32305,CH,CCC,11545.54,0.4
ABC32306,CH,B,106501.57,0.4
ABC32307,CH,B,331645.22,0.4
ABC32308,EU,BBB,11407.75,0.4
ABC32309,EU,B,146934.49,0.4
ABC32310,CH,BBB,71475.22,0.4
ABC32311,CH,CCC,687916.6,0.4
ABC32312,CH,B,526743.38,0.4
ABC32313,EU,CCC,82756.81,0.4
ABC32314,EU,BB,14606.44,0.4
ABC32315,CH,B,362275.66,0.4
ABC32316,EU,A,765543.01,0.4
ABC32317,CH,B,136287.27,0.4
ABC32318,CH,BB,164585.75,0.4
ABC32319,CH,B,205713.01,0.4
ABC32320,CH,BBB,222937.78,0.4
ABC32321,CH,BB,90160.59,0.4
ABC32322,CH,A,112450.85,0.4
ABC32323,CH,BBB,150028.77,0.4
ABC32324,EU,BB,530465.25,0.4
ABC32325,CH,CCC,35437.29,0.4
ABC32326,EU,BBB,52296.95,0.4
ABC32327,CH,CCC,465590.38,0.4
ABC32328,CH,BB,387253.59,0.4
ABC32329,CH,CCC,128392.36,0.4
ABC32330,EU,A,503328.88,0.4
ABC32331,EU,B,9042.85,0.4
ABC32332,EU,BBB,633579.89,0.4
ABC32333,EU,BBB,200994.5,0.4
ABC32334,CH,A,37868.47,0.4
ABC32335,CH,BB,37193.06,0.4
ABC32336,CH,BBB,162762.57,0.4
ABC32337,EU,B,115043.3,0.4
ABC32338,EU,BB,38255.31,0.4
ABC32339,CH,B,591439.47,0.4
ABC32340,EU,B,620652.74,0.4
ABC32341,EU,B,24276.56,0.4
ABC32342,CH,BBB,465294.6,0.4
ABC32343,CH,A,500894.34,0.4
ABC32344,EU,BB,581861.47,0.4
ABC32345,CH,B,617014.03,0.4
ABC32346,EU,A,886382.69,0.4
ABC32347,CH,CCC,1192368.47,0.4
ABC32348,EU,CCC,124774.15,0.4
ABC32349,EU,BBB,9720.28,0.4
ABC32350,EU,CCC,6662.39,0.4
ABC32351,EU,A,68484.42,0.4
ABC32352,EU,B,57545.63,0.4
ABC32353,CH,BBB,1049190.27,0.4
ABC32354,EU,CCC,245801.03,0.4
ABC32355,EU,B,333883.97,0.4
ABC32356,CH,B,42800.52,0.4
ABC32357,EU,CCC,140519.39,0.4
ABC32358,EU,A,344454.45,0.4
ABC32359,EU,A,340866.76,0.4
ABC32360,EU,CCC,83074.13,0.4
ABC32361,EU,B,81106.07,0.4
ABC32362,EU,CCC,169836.07,0.4
ABC32363,EU,CCC,159703.47,0.4
ABC32364,EU,BB,61616.75,0.4
ABC32365,EU,CCC,217675.45,0.4
ABC32366,EU,CCC,135053.31,0.4
ABC32367,EU,B,208539.99,0.4
ABC32368,EU,BB,149871.96,0.4
ABC32369,EU,CCC,19731.07,0.4
ABC32370,CH,BB,365954.17,0.4
ABC32371,EU,B,196544.67,0.4
ABC32372,EU,BB,147448.05,0.4
ABC32373,CH,A,278944.43,0.4
ABC32374,EU,B,338993.81,0.4
ABC32375,EU,B,39947.72,0.4
ABC32376,CH,BB,329269.56,0.4
ABC32377,CH,B,46997.01,0.4
ABC32378,EU,B,117556.27,0.4
ABC32379,EU,B,50639.36,0.4
ABC32380,EU,B,133230.69,0.4
ABC32381,EU,CCC,138934.98,0.4
ABC32382,CH,A,161004.67,0.4
ABC32383,CH,CCC,583905.13,0.4
ABC32384,CH,BBB,216044,0.4
ABC32385,EU,BBB,760197.82,0.4
ABC32386,EU,BBB,242839.77,0.4
ABC32387,CH,B,99981.11,0.4
ABC32388,CH,B,4057.7,0.4
ABC32389,CH,BB,81133.56,0.4
ABC32390,CH,BBB,33424.86,0.4
ABC32391,EU,B,603346.72,0.4
ABC32392,EU,BB,1196.12,0.4
ABC32393,EU,B,529394.02,0.4
ABC32394,EU,A,36865.82,0.4
ABC32395,EU,BBB,101784.51,0.4
ABC32396,CH,BB,245632.57,0.4
ABC32397,EU,BBB,263845.86,0.4
ABC32398,EU,B,31647.27,0.4
ABC32399,CH,A,240803.69,0.4
ABC32400,EU,B,1044566.46,0.4
ABC32401,CH,BBB,1794134.59,0.4
ABC32402,EU,BBB,37444.95,0.4
ABC32403,CH,B,220348.6,0.4
ABC32404,EU,CCC,248514.13,0.4
ABC32405,EU,BB,69348.92,0.4
ABC32406,CH,B,499334.23,0.4
ABC32407,EU,B,155012.02,0.4
ABC32408,EU,CCC,151777.36,0.4
ABC32409,EU,A,95049.42,0.4
ABC32410,CH,B,906353.82,0.4
ABC32411,EU,CCC,88965.99,0.4
ABC32412,CH,BBB,55890.28,0.4
ABC32413,EU,BB,263864.38,0.4
ABC32414,EU,BB,640260.09,0.4
ABC32415,CH,BBB,171513.75,0.4
ABC32416,EU,A,101854.8,0.4
ABC32417,CH,B,416915.06,0.4
ABC32418,CH,BB,545491.68,0.4
ABC32419,EU,CCC,60264.48,0.4
ABC32420,CH,B,245081.38,0.4
ABC32421,CH,BB,384412.55,0.4
ABC32422,CH,BBB,111733.87,0.4
ABC32423,EU,BB,113274.04,0.4
ABC32424,CH,BB,1148960.87,0.4
ABC32425,EU,BB,388393.8,0.4
ABC32426,CH,BBB,286668.06,0.4
ABC32427,CH,CCC,28393.59,0.4
ABC32428,EU,CCC,138877.23,0.4
ABC32429,CH,CCC,642683.33,0.4
ABC32430,CH,B,357023.65,0.4
ABC32431,CH,BBB,174866.45,0.4
ABC32432,EU,BBB,118019.06,0.4
ABC32433,EU,CCC,192417.72,0.4
ABC32434,CH,BB,161532.5,0.4
ABC32435,CH,CCC,502418.81,0.4
ABC32436,EU,B,340334.23,0.4
ABC32437,EU,B,143873.68,0.4
ABC32438,EU,BB,300942.9,0.4
ABC32439,CH,BBB,58063.02,0.4
ABC32440,EU,BB,59291.43,0.4
ABC32441,CH,BBB,709405.84,0.4
ABC32442,EU,BBB,396458.13,0.4
ABC32443,CH,CCC,3342.46,0.4
ABC32444,EU,BBB,98145.57,0.4
ABC32445,EU,BB,84762.16,0.4
ABC32446,CH,A,25281.65,0.4
ABC32447,CH,BB,920112.76,0.4
ABC32448,EU,BB,746295.44,0.4
ABC32449,CH,BBB,198129.52,0.4
ABC32450,EU,BB,91639.35,0.4
ABC32451,CH,B,545012.47,0.4
ABC32452,EU,CCC,9275.79,0.4
ABC32453,CH,BB,267395.42,0.4
ABC32454,CH,BBB,443078.87,0.4
ABC32455,EU,B,331371.69,0.4
ABC32456,CH,BBB,439840.37,0.4
ABC32457,EU,BB,488806.54,0.4
ABC32458,EU,BB,675777.35,0.4
ABC32459,EU,B,708826.86,0.4
ABC32460,EU,CCC,107572.02,0.4
ABC32461,CH,A,800071.71,0.4
ABC32462,EU,BBB,532751.29,0.4
ABC32463,EU,B,678168.67,0.4
ABC32464,CH,B,123032.29,0.4
ABC32465,CH,BBB,1561138.56,0.4
ABC32466,CH,B,1288935.89,0.4
ABC32467,EU,B,666905.89,0.4
ABC32468,EU,BB,970176.39,0.4
ABC32469,CH,BBB,29501.25,0.4
ABC32470,CH,CCC,226059.87,0.4
ABC32471,CH,A,54270.38,0.4
ABC32472,CH,B,4223.36,0.4
ABC32473,CH,BBB,600801.03,0.4
ABC32474,EU,B,80325.7,0.4
ABC32475,EU,B,149299.61,0.4
ABC32476,EU,A,629078.87,0.4
ABC32477,CH,BBB,432726.87,0.4
ABC32478,CH,CCC,238916.54,0.4
ABC32479,CH,CCC,794517.61,0.4
ABC32480,EU,BB,435500.28,0.4
ABC32481,CH,BB,162006.28,0.4
ABC32482,CH,BB,1010595.58,0.4
ABC32483,EU,A,161884.53,0.4
ABC32484,EU,B,673227.74,0.4
ABC32485,EU,BB,16727.66,0.4
ABC32486,CH,BB,619058.32,0.4
ABC32487,CH,BB,104701.86,0.4
ABC32488,CH,BB,524707.33,0.4
ABC32489,CH,BB,1107178.51,0.4
ABC32490,EU,B,1193946.28,0.4
ABC32491,EU,BBB,164393.55,0.4
ABC32492,EU,BB,183439.74,0.4
ABC32493,EU,B,99809.39,0.4
ABC32494,EU,B,149881.72,0.4
ABC32495,EU,BB,1125095.59,0.4
ABC32496,CH,CCC,553269.6,0.4
ABC32497,EU,BBB,36490.55,0.4
ABC32498,CH,CCC,479091.23,0.4
ABC32499,CH,BB,142338.76,0.4
ABC32500,CH,CCC,269342.73,0.4
ABC32501,CH,CCC,211348.48,0.4
ABC32502,EU,B,177903.24,0.4
ABC32503,CH,BB,372730.08,0.4
ABC32504,CH,CCC,19870.94,0.4
ABC32505,CH,BB,323714.62,0.4
ABC32506,EU,CCC,895192.4,0.4
ABC32507,EU,CCC,32942.91,0.4
ABC32508,CH,BBB,21199.78,0.4
ABC32509,EU,CCC,780207.65,0.4
ABC32510,EU,A,318947.26,0.4
ABC32511,EU,B,242558.8,0.4
ABC32512,CH,CCC,1218549.83,0.4
ABC32513,EU,BBB,40217.64,0.4
ABC32514,EU,B,293996.99,0.4
ABC32515,EU,CCC,732159.33,0.4
ABC32516,EU,B,34501,0.4
ABC32517,EU,CCC,29642.02,0.4
ABC32518,EU,CCC,75856.45,0.4
ABC32519,CH,B,32703.89,0.4
ABC32520,CH,BB,587874.79,0.4
ABC32521,EU,BBB,175778.05,0.4
ABC32522,CH,BBB,634775.6,0.4
ABC32523,CH,CCC,57922.55,0.4
ABC32524,EU,BB,469059.36,0.4
ABC32525,CH,CCC,107672.02,0.4
ABC32526,EU,CCC,519380.39,0.4
ABC32527,EU,CCC,152406.21,0.4
ABC32528,CH,BBB,18241.18,0.4
ABC32529,CH,B,106662.13,0.4
ABC32530,EU,BBB,285395.12,0.4
ABC32531,EU,CCC,127929.21,0.4
ABC32532,EU,B,75640.16,0.4
ABC32533,CH,CCC,541851.55,0.4
ABC32534,CH,BB,304287.91,0.4
ABC32535,CH,BBB,207547.89,0.4
ABC32536,EU,B,609050.21,0.4
ABC32537,CH,B,367188.34,0.4
ABC32538,CH,BBB,56735.74,0.4
ABC32539,EU,B,62587.28,0.4
ABC32540,EU,B,59444.65,0.4
ABC32541,EU,BBB,463915.58,0.4
ABC32542,EU,CCC,658709.7,0.4
ABC32543,CH,BB,368547.62,0.4
ABC32544,CH,B,34052.13,0.4
ABC32545,EU,B,55645.57,0.4
ABC32546,CH,A,536018.69,0.4
ABC32547,CH,B,190979.58,0.4
ABC32548,CH,BB,334517.64,0.4
ABC32549,EU,B,16526.81,0.4
ABC32550,EU,CCC,249952.5,0.4
ABC32551,CH,CCC,147587.01,0.4
ABC32552,CH,B,189564.46,0.4
ABC32553,EU,B,481871.91,0.4
ABC32554,EU,B,76202.15,0.4
ABC32555,EU,BB,56176.05,0.4
ABC32556,EU,BB,71643.66,0.4
ABC32557,EU,BBB,11589.45,0.4
ABC32558,CH,B,4893.86,0.4
ABC32559,EU,BBB,698700.52,0.4
ABC32560,EU,CCC,571806.22,0.4
ABC32561,EU,A,22067.15,0.4
ABC32562,CH,BBB,7237.2,0.4
ABC32563,CH,B,27715.19,0.4
ABC32564,CH,A,100252.37,0.4
ABC32565,CH,BB,279767.9,0.4
ABC32566,CH,B,37135.3,0.4
ABC32567,EU,BBB,117423.48,0.4
ABC32568,EU,B,28489.81,0.4
ABC32569,CH,BBB,508973.81,0.4
ABC32570,EU,B,583714.06,0.4
ABC32571,CH,CCC,747670.15,0.4
ABC32572,CH,BB,194553.97,0.4
ABC32573,EU,B,272756.83,0.4
ABC32574,CH,BB,28096.61,0.4
ABC32575,EU,CCC,286685.28,0.4
ABC32576,CH,A,96556.3,0.4
ABC32577,EU,CCC,783021.09,0.4
ABC32578,CH,B,162173.5,0.4
ABC32579,EU,BB,225791.1,0.4
ABC32580,EU,CCC,480034.16,0.4
ABC32581,EU,BB,38735.07,0.4
ABC32582,CH,CCC,146940.02,0.4
ABC32583,EU,A,114550.12,0.4
ABC32584,EU,A,397657.32,0.4
ABC32585,CH,BB,436681.34,0.4
ABC32586,CH,BB,364830.88,0.4
ABC32587,CH,B,182568.09,0.4
ABC32588,CH,B,532760.84,0.4
ABC32589,EU,BBB,485694.78,0.4
ABC32590,CH,CCC,43157.81,0.4
ABC32591,CH,BBB,340416.69,0.4
ABC32592,CH,BBB,1205977.28,0.4
ABC32593,CH,BB,352214.25,0.4
ABC32594,EU,B,137304.99,0.4
ABC32595,CH,A,471072.43,0.4
